3,T,V,X,t,A,s,R,1,I,n,u,m,w,j,4,7,2,S,9,r,4
4,q,3,e,w,B,C,X,7,s,L,w,d,2,4,e,u,u,V,6,9,X
6,e,U,K,Z,X,a,K,k,c,v,i,H,0,K,u,9,w,2,n,3,V
1,X,y,o,4,u,8,u,X,C,1,Z,m,M,p,a,t,F,0,5,P,J
0,6,H,L,4,z,0,C,v,F,A,x,y,c,2,7,G,X,p,f,0,2
1,u,N,F,o,Z,A,H,B,G,t,l,l,m,z,z,n,p,C,I,3,s
6,6,C,X,W,j,x,z,N,U,s,d,J,x,J,2,J,d,w,v,n,R
7,d,G,J,o,4,p,c,D,2,V,6,o,G,8,k,P,0,t,J,R,R
2,4,6,d,k,j,v,S,1,z,L,T,t,i,y,k,X,e,5,h,6,0
3,N,r,f,p,e,0,t,U,J,i,4,K,4,D,X,Y,W,g,M,U,X
1,v,y,h,D,5,V,m,y,Z,7,K,M,f,W,5,g,q,L,g,o,5
5,K,4,W,6,r,q,B,F,W,D,n,A,N,6,F,Q,U,k,S,6,x
6,q,q,N,V,T,k,Y,8,u,B,g,9,c,P,3,J,d,7,D,A,H
4,M,C,B,f,E,4,5,9,6,U,o,i,2,O,4,D,t,m,E,M,z
4,g,z,p,q,5,D,P,G,x,S,n,K,T,e,4,S,A,8,H,A,U
6,M,2,w,Z,9,G,Z,g,r,Q,X,H,C,F,f,j,v,4,6,w,e
5,3,X,h,w,f,b,Y,q,K,C,a,1,c,C,1,5,p,Y,q,2,q
1,i,8,S,p,T,c,r,7,y,v,P,O,m,c,q,r,b,n,V,X,Y
6,L,u,N,9,F,C,k,K,O,j,5,P,c,n,p,o,u,E,g,n,y
5,p,K,C,C,K,E,2,a,j,J,H,Z,9,K,A,i,a,K,1,1,H
0,4,g,D,i,g,r,S,5,k,c,9,Y,W,f,Z,H,w,B,E,T,P
0,Y,5,t,J,X,1,M,Q,l,P,l,q,i,w,l,O,H,1,t,J,Y
1,C,s,0,z,K,B,U,1,k,c,0,i,8,y,p,K,3,B,9,a,i
7,n,2,w,H,s,1,T,K,A,c,z,G,z,O,7,D,d,2,r,G,r
0,d,u,5,c,E,V,h,5,y,T,K,9,Q,J,z,e,8,z,A,0,C
4,V,M,Y,D,C,V,2,I,E,D,Y,J,A,r,k,7,4,9,S,6,m
7,C,a,j,N,m,p,b,O,o,v,F,o,O,o,a,s,H,2,H,a,Y
2,Y,Z,y,L,o,L,8,N,0,W,b,9,x,B,t,1,N,h,Z,W,g
2,w,Y,7,9,s,v,e,U,1,s,p,5,g,7,S,o,k,K,O,i,I
6,v,W,D,O,9,6,9,P,v,N,q,N,Y,H,I,O,W,5,v,0,m
1,R,y,v,y,y,T,E,3,x,z,B,2,Z,y,w,i,A,w,p,0,i
4,A,K,6,F,7,O,L,v,E,Q,5,Q,Y,C,B,N,i,Q,W,H,q
6,9,G,G,B,x,A,1,6,2,l,T,q,C,w,z,J,G,5,j,L,p
1,H,Y,2,J,d,0,N,m,P,u,a,m,S,h,A,r,6,K,M,m,s
6,l,3,H,v,Q,5,s,a,6,m,X,T,s,M,T,B,1,9,r,O,5
0,h,C,N,t,L,u,0,J,e,h,y,l,g,o,i,P,8,L,4,G,h
2,R,2,1,v,X,R,8,3,l,H,9,8,k,G,e,O,9,9,Y,6,6
4,d,p,A,R,u,H,x,o,5,1,G,3,z,7,6,8,s,g,n,r,Y
2,6,V,F,T,g,2,z,8,Y,R,0,c,C,u,w,L,z,E,S,i,2
0,C,8,Z,W,7,e,z,Q,V,s,4,U,R,X,5,a,X,7,K,q,x
6,K,I,m,C,V,D,7,0,v,t,I,o,J,W,n,q,6,n,G,n,3
5,W,U,l,D,f,R,S,o,L,A,f,c,V,S,X,1,W,n,r,x,N
7,b,X,g,B,6,j,M,j,p,9,A,T,F,y,6,6,e,O,0,8,Z
1,r,4,h,J,1,h,5,8,C,W,w,U,Q,e,3,M,x,P,u,a,u
6,4,K,E,f,f,D,W,9,E,t,Z,1,y,2,v,B,Y,g,q,8,T
6,X,y,Y,8,6,Q,O,P,P,r,Y,V,G,v,F,9,c,h,6,w,z
4,O,1,5,N,l,y,K,L,I,A,S,x,s,J,0,P,r,X,P,f,z
3,Y,Q,K,m,K,G,a,u,1,P,z,l,V,l,k,L,1,i,o,d,x
6,j,J,0,s,8,9,e,D,6,G,a,H,l,e,K,K,y,a,2,6,X
0,0,F,Q,b,4,j,T,y,e,n,d,Y,W,a,N,8,p,K,0,w,a
1,m,c,T,U,8,1,T,z,Q,h,p,r,h,o,u,K,a,T,k,p,q
2,3,f,q,K,k,g,g,K,U,B,H,N,k,b,K,t,X,E,l,s,4
1,v,C,W,H,a,C,5,f,2,u,S,3,y,h,p,w,W,b,I,A,6
5,c,j,0,l,L,j,c,o,R,7,Y,O,S,n,h,n,X,0,P,o,5
3,2,9,e,4,y,v,I,u,j,I,S,K,G,K,z,1,B,Z,Z,b,O
4,n,D,o,R,r,Q,i,Y,L,o,B,z,w,C,5,B,h,V,J,z,F
7,L,n,8,0,l,U,S,6,H,e,0,7,X,v,H,I,8,q,q,H,H
7,9,0,F,o,m,K,k,X,s,h,l,b,R,Y,Z,F,t,l,g,l,a
0,7,Y,Z,f,4,W,D,A,M,N,w,q,r,4,j,f,g,O,Z,8,y
0,L,8,E,x,T,0,2,8,j,H,3,d,d,E,c,Z,w,q,J,J,5
0,E,m,e,F,o,d,o,g,0,B,f,C,g,M,z,A,I,v,K,Q,p
6,S,2,O,m,q,A,R,r,z,e,b,s,0,t,K,U,E,y,X,y,p
5,P,w,c,4,x,I,P,t,Q,L,F,E,n,J,r,i,a,h,9,Y,J
5,Y,G,Y,8,f,e,q,x,7,n,a,U,7,z,4,H,r,w,Z,M,6
1,S,u,p,J,l,E,p,v,7,R,S,2,t,P,N,R,a,H,V,i,T
3,f,M,b,d,g,g,4,j,U,1,8,A,j,L,C,K,B,h,R,S,m
7,i,K,8,P,X,O,4,8,W,e,u,P,0,3,g,8,Y,R,5,1,W
6,V,u,M,a,D,n,r,H,y,P,L,1,p,4,E,H,j,Y,L,i,7
0,T,n,O,Y,I,S,b,d,1,X,Y,R,B,k,9,m,y,a,s,e,g
5,f,7,V,J,j,f,b,w,m,5,3,2,G,i,v,e,G,C,0,Z,K
1,U,R,n,n,h,q,Y,A,Y,c,r,q,r,c,w,q,l,1,0,f,t
4,r,6,3,F,h,u,T,k,U,Y,l,t,b,V,A,g,5,T,Q,n,k
4,L,L,p,K,h,y,E,S,s,y,A,X,p,c,4,l,a,K,9,4,U
6,0,d,2,4,w,f,X,k,V,z,D,S,f,L,S,6,h,y,C,j,Z
0,e,D,v,M,g,V,F,o,N,V,3,T,p,w,t,r,V,C,o,T,j
0,7,Y,U,O,m,W,l,j,B,T,X,w,I,s,e,A,U,d,9,T,W
4,k,Y,S,r,o,6,n,a,A,4,h,9,9,U,J,v,o,8,9,H,B
2,0,J,Z,F,w,l,6,H,V,l,6,y,g,8,a,4,H,3,Z,q,K
5,5,A,a,2,c,q,y,l,x,r,F,I,X,C,7,6,7,Z,8,6,5
2,y,e,2,W,g,w,4,g,i,m,L,v,2,e,A,K,y,k,1,N,B
7,7,z,i,q,F,x,p,5,g,a,I,n,V,r,F,2,l,j,4,h,t
7,j,V,v,8,c,5,F,j,3,E,9,V,h,N,j,x,T,4,s,n,q
0,X,2,B,H,1,f,c,k,6,a,m,B,I,o,J,h,D,V,m,m,J
5,0,c,o,4,I,s,1,H,C,E,o,8,b,h,O,y,U,W,K,p,n
0,2,k,J,S,z,x,N,u,a,W,G,q,w,u,b,y,U,b,a,0,Z
7,v,k,5,e,3,v,Y,1,u,w,9,p,l,T,H,J,A,M,w,j,N
2,k,C,c,B,y,b,j,l,3,S,A,t,I,c,w,d,W,p,U,e,3
7,3,8,w,L,r,A,t,L,t,C,t,F,O,L,v,Q,B,X,O,X,p
1,3,7,W,8,M,R,P,W,K,q,S,m,r,B,G,D,B,F,S,o,p
3,P,h,o,L,p,V,u,I,T,Z,K,c,y,m,s,w,p,c,k,5,b
4,U,X,q,A,a,a,6,d,Q,Y,A,k,1,8,L,v,7,P,E,g,X
7,1,1,M,C,c,e,y,C,B,c,F,n,z,j,G,Y,4,Q,7,U,n
1,K,C,S,P,Y,1,g,l,I,K,q,W,2,T,o,t,W,u,X,O,R
5,L,H,R,H,t,1,k,9,l,M,y,O,N,u,r,D,H,E,d,r,p
0,h,E,u,r,M,D,Q,u,9,9,n,J,R,q,8,p,T,x,O,1,4
6,X,g,p,2,X,M,z,1,f,h,V,Y,e,7,i,6,y,N,A,a,x
6,o,M,u,I,m,d,p,5,Z,c,F,h,W,P,0,E,S,e,6,m,G
4,x,R,Y,I,6,V,q,p,k,E,3,U,w,r,D,r,A,Z,L,8,L
4,I,W,B,U,U,A,F,I,p,l,r,N,t,a,O,H,c,J,P,R,M
3,e,7,a,w,l,r,l,D,S,w,F,3,i,M,0,W,B,j,G,M,p
5,4,0,v,I,a,P,2,J,w,j,Q,b,9,d,m,3,a,A,r,A,4
4,V,8,L,L,V,I,7,P,b,a,P,R,0,K,2,T,G,S,x,F,F
5,J,Z,7,C,n,R,6,g,T,v,E,M,K,X,4,g,7,0,A,m,v
7,w,l,F,D,E,W,i,M,5,O,o,I,A,t,8,R,S,l,i,8,b
5,f,M,U,X,H,k,w,8,R,8,e,O,P,2,R,N,V,Y,E,Z,X
4,6,S,H,B,w,W,s,q,B,k,x,I,7,E,e,e,B,E,Q,G,7
3,J,h,N,C,z,h,S,M,T,x,s,9,W,L,G,J,J,x,W,O,Y
1,3,u,b,r,t,8,Q,O,O,C,P,l,j,Q,2,F,L,1,K,c,a
5,R,l,1,5,o,V,a,m,L,q,7,F,b,S,b,0,N,N,B,N,y
2,o,5,j,D,h,t,H,V,P,h,r,J,d,v,3,c,E,Q,9,9,Z
3,1,W,5,E,Y,0,a,A,l,y,4,Q,i,e,q,6,O,F,u,6,I
4,1,M,o,z,S,o,P,I,s,D,1,d,J,M,0,C,L,P,j,Z,F
2,q,x,J,F,v,F,Y,M,E,D,q,d,7,u,i,6,k,S,A,c,q
5,l,w,m,R,u,X,g,j,X,8,x,I,w,l,n,a,u,T,Z,I,P
6,o,l,E,6,T,J,L,q,E,D,3,r,q,D,C,T,0,F,y,P,h
7,t,Y,K,F,4,w,9,n,C,0,n,q,9,C,s,P,Z,T,H,y,P
3,t,5,x,R,X,z,s,u,Z,m,M,D,k,Q,z,g,O,X,3,5,S
2,Q,s,y,n,a,g,S,d,A,q,Z,j,3,U,9,H,g,D,z,j,D
3,1,T,P,C,l,R,t,H,m,2,3,R,i,s,E,B,t,V,3,X,7
6,T,I,Y,Q,3,j,F,P,w,Q,S,R,m,o,r,S,e,z,P,x,X
7,7,S,W,9,B,n,x,L,Y,8,r,J,0,R,c,i,F,q,k,H,h
2,c,F,r,y,m,m,k,i,j,n,j,D,g,9,S,S,9,2,E,P,M
1,y,x,S,L,G,M,D,H,l,W,2,1,z,4,Y,X,i,r,Z,D,S
6,M,D,M,E,2,0,p,z,9,R,v,e,H,9,r,E,X,v,r,O,M
1,z,N,q,D,E,7,q,D,G,C,s,y,z,J,w,o,h,V,a,o,X
3,n,F,k,d,l,S,j,z,X,9,m,R,T,t,w,J,O,z,D,Y,B
7,F,N,n,A,9,v,B,m,6,E,K,c,e,E,N,g,C,G,R,M,b
0,8,G,Q,A,I,4,e,E,l,D,n,R,O,B,r,J,R,G,E,0,X
6,4,M,6,a,h,0,S,k,k,R,s,n,P,G,t,G,i,R,A,b,b
1,X,y,l,c,3,o,4,U,r,D,5,3,l,o,9,C,v,F,v,V,g
0,k,1,7,h,0,D,3,J,5,V,f,s,d,m,Q,1,i,Z,t,E,9
7,q,G,3,b,0,4,8,Q,C,H,V,R,O,5,P,v,1,T,5,l,w
2,2,b,E,4,u,Q,6,b,a,N,w,S,H,P,V,c,D,x,L,C,e
2,6,d,S,o,Y,c,l,w,s,Y,L,M,A,K,D,3,t,p,O,r,4
1,G,x,k,X,l,M,w,M,L,1,o,S,g,5,e,L,P,i,A,z,3
2,t,I,P,7,S,s,R,s,7,v,j,I,c,L,r,U,8,5,W,8,J
0,j,n,s,k,9,H,B,r,a,6,N,M,j,O,2,o,A,N,o,P,Y
0,f,A,0,V,V,W,s,X,O,9,Y,n,A,S,r,z,q,f,m,Y,u
3,M,Z,s,B,d,q,D,r,R,T,J,i,h,T,H,Q,r,O,6,D,q
7,c,0,X,G,5,c,I,J,T,r,r,A,g,E,C,3,U,L,P,i,q
4,o,b,z,F,o,K,o,K,R,H,I,p,h,y,H,z,J,3,5,G,3
2,h,l,m,m,7,s,2,I,C,U,X,0,L,V,I,h,V,F,l,Z,Q
6,A,g,T,A,Q,t,8,X,S,6,j,R,W,i,4,s,X,7,w,4,9
1,z,7,b,1,P,r,1,r,S,l,v,W,R,z,s,W,3,H,O,r,S
4,V,8,S,r,0,9,2,T,q,f,H,k,f,A,A,5,f,X,X,q,G
1,Z,w,d,S,5,x,d,x,E,R,E,P,y,S,F,r,i,d,C,f,h
1,H,B,j,j,2,2,w,z,b,s,c,I,Z,9,s,E,b,5,d,y,f
7,3,s,I,B,H,c,q,h,3,Z,3,N,y,q,H,K,Z,7,F,O,L
3,A,A,2,8,K,Z,v,w,A,U,c,Z,u,O,K,w,y,b,l,J,Q
3,q,7,H,B,O,b,V,c,0,L,8,j,N,e,T,e,5,G,o,f,h
4,n,p,E,f,m,Q,6,Y,u,i,w,W,1,G,p,U,m,a,q,3,F
7,E,Q,0,q,T,o,7,f,W,T,7,D,P,x,m,x,t,S,Y,E,c
4,3,Z,H,C,T,0,c,A,Z,B,I,S,j,O,8,D,G,9,P,n,E
0,o,S,G,x,f,W,S,n,n,O,X,h,D,2,f,K,u,z,2,G,y
2,3,z,g,3,T,c,A,t,W,Q,y,7,J,6,u,p,g,b,U,n,j
2,F,X,C,3,k,0,1,G,6,G,w,6,1,b,m,p,r,j,g,q,S
6,n,V,c,H,L,I,g,Y,5,p,E,2,Y,C,l,8,u,b,c,a,1
0,v,R,2,q,b,8,m,9,W,H,e,Z,5,B,y,C,b,i,m,q,2
4,i,H,N,K,0,t,O,y,Z,P,Y,n,B,U,7,n,G,A,g,p,Q
2,8,g,N,T,5,K,B,p,7,I,j,E,O,Q,o,e,v,X,f,9,N
6,9,9,O,T,Q,X,z,g,j,h,I,Y,A,H,M,y,9,R,y,P,D
0,t,m,w,S,H,i,p,W,x,N,1,2,f,s,o,L,c,F,U,3,B
2,j,k,u,7,t,D,X,c,6,X,o,B,6,M,O,2,h,F,u,q,g
2,w,U,j,U,U,t,k,b,5,l,v,L,K,c,G,K,s,K,q,s,R
0,C,0,X,l,U,L,i,f,J,t,A,g,n,6,Z,N,C,W,2,e,u
7,j,y,3,r,L,J,d,D,Q,Y,2,1,O,g,R,L,C,Z,9,s,D
7,5,7,a,E,4,4,t,K,E,U,Q,E,q,R,u,T,6,G,n,E,B
0,c,1,7,3,m,l,x,p,T,3,d,S,F,R,g,M,O,8,X,P,h
6,v,X,T,e,f,B,L,9,3,D,j,5,I,q,A,W,q,6,O,T,v
5,1,B,l,m,l,2,L,Z,P,m,y,7,T,T,i,A,g,4,7,v,Q
2,f,e,D,d,b,D,5,a,r,a,Y,c,m,6,J,h,F,H,H,w,7
4,t,Z,w,f,g,r,H,O,c,3,m,v,q,Y,l,E,Y,S,v,V,i
3,6,Q,J,p,D,e,2,g,o,2,K,g,a,R,l,e,H,C,D,T,p
2,0,s,x,b,7,7,x,i,Y,e,u,s,S,H,8,c,V,d,a,t,c
4,o,U,H,I,Q,I,B,e,0,L,H,z,Y,f,v,X,N,W,4,Q,M
6,F,B,D,a,R,1,3,s,w,t,i,W,w,G,h,X,1,W,Q,s,P
5,h,e,5,w,2,l,n,U,9,x,7,J,F,h,n,w,c,e,k,X,X
7,4,X,F,H,R,w,l,V,6,O,r,j,E,M,0,A,2,N,C,M,F
5,e,A,W,C,f,y,U,h,Z,t,H,H,t,B,d,N,k,5,6,l,1
3,v,Q,0,G,E,3,m,I,0,d,A,a,x,I,M,Y,e,5,g,7,z
5,y,2,X,q,6,x,c,j,J,b,2,j,V,M,5,4,G,H,K,3,t
6,J,L,8,z,e,S,1,N,m,i,O,f,t,q,Z,T,R,g,d,T,z
1,8,1,b,s,R,P,a,V,X,V,l,U,K,X,r,x,w,Z,f,H,K
5,m,e,0,I,r,g,2,A,N,c,s,g,c,9,3,u,a,Y,r,p,b
1,M,x,q,y,y,3,p,S,j,f,8,k,Z,Z,L,4,Q,V,x,S,0
3,3,S,c,a,d,V,n,b,m,2,X,8,k,k,U,q,O,k,C,6,Z
6,3,y,r,D,8,0,R,Y,3,R,N,E,M,2,Y,D,p,U,p,O,8
7,n,2,Y,c,c,t,7,B,e,i,j,7,D,j,7,m,e,I,4,X,0
7,i,Z,t,Z,y,C,z,p,3,L,I,t,c,w,1,w,t,P,I,3,D
7,r,k,W,8,5,d,B,w,w,r,J,t,l,H,R,D,k,J,D,A,C
5,C,C,w,R,Z,C,6,e,u,C,8,O,d,o,6,y,9,X,8,j,r
1,2,C,h,z,9,8,p,H,F,M,P,J,E,k,n,J,Q,M,W,v,I
0,5,f,G,4,7,3,i,I,a,o,y,8,2,B,F,1,a,G,h,L,8
0,L,c,J,L,q,b,B,m,a,G,U,f,t,1,e,9,M,m,8,H,V
5,Z,s,F,I,1,h,6,h,I,d,Q,R,w,2,t,i,0,h,z,8,1
1,b,A,f,t,S,H,8,u,m,N,c,G,Z,0,u,y,V,7,L,M,g
1,3,y,7,C,g,L,H,j,M,V,R,M,D,q,x,d,x,0,X,d,o
3,I,s,y,6,k,e,d,D,r,g,P,Y,o,T,S,1,d,a,z,A,9
0,Q,H,g,L,1,l,A,I,q,A,w,0,H,t,D,7,Y,l,d,m,P
4,G,v,E,c,3,A,N,t,P,P,j,t,1,Z,J,l,l,r,5,Z,l
7,g,Z,f,n,E,n,f,i,a,H,z,x,A,R,J,2,L,e,X,r,f
2,D,a,x,q,g,r,O,h,k,e,H,0,f,p,e,i,Q,q,2,f,4
6,w,W,V,K,h,x,I,U,2,c,E,i,0,K,8,1,v,7,H,v,P
1,6,o,Z,K,v,X,b,6,W,k,Q,l,V,A,j,w,o,2,W,b,g
0,K,P,X,4,U,c,y,9,d,k,8,2,u,j,4,G,p,K,e,s,n
3,W,G,p,X,C,j,9,Y,h,h,f,X,1,1,T,T,o,Z,c,X,P
4,b,L,2,B,6,h,m,L,l,M,W,n,U,E,Z,n,o,r,E,t,G
2,1,4,5,1,j,1,K,h,j,A,i,a,Y,K,f,l,x,B,j,r,1
5,p,7,f,2,4,R,k,5,H,k,U,Z,s,a,S,3,B,L,G,5,F
3,D,i,D,S,E,C,U,q,q,Y,1,A,u,B,P,8,q,t,a,I,a
6,t,b,j,W,D,E,I,z,x,o,D,s,B,A,1,F,u,h,f,P,W
7,h,J,c,b,9,f,a,4,a,l,z,c,O,q,3,E,a,N,P,o,G
6,n,S,5,r,o,X,S,A,G,h,T,G,r,3,4,W,6,n,7,E,t
4,A,V,F,q,u,m,d,2,o,g,H,F,l,R,b,K,I,j,p,1,t
4,S,c,C,s,w,d,R,l,y,A,2,3,o,d,g,9,t,h,g,I,O
4,N,H,Q,U,G,z,h,t,T,L,F,v,g,F,5,S,Z,e,s,L,K
3,b,8,Q,k,n,e,N,D,z,4,J,H,K,K,K,l,L,g,Y,Z,g
7,D,M,v,e,A,p,C,7,U,n,C,2,N,P,f,P,v,l,H,S,U
1,m,o,x,j,b,o,G,R,7,G,N,W,Y,I,M,W,s,R,j,g,G
4,y,v,c,S,j,f,u,4,P,C,0,C,Y,Q,y,L,y,4,w,S,q
4,b,w,2,A,m,3,p,9,j,i,3,m,Y,s,X,N,X,t,Q,c,d
6,X,p,a,I,B,N,i,V,z,I,e,t,E,P,C,W,D,v,A,F,P
0,E,F,i,s,Y,R,i,2,0,P,T,A,D,o,J,r,i,f,H,r,z
0,N,G,A,Z,x,H,a,n,S,9,e,0,i,N,H,p,R,8,f,2,W
6,j,G,M,q,4,y,G,s,7,a,Q,z,u,G,s,M,g,V,g,Z,R
1,a,n,y,V,h,U,6,2,p,3,1,K,F,i,8,M,E,z,k,b,f
4,s,T,Q,V,O,f,p,9,v,E,M,C,e,m,L,w,5,0,s,b,u
3,o,S,J,7,T,B,V,C,W,M,D,M,i,Y,j,X,N,i,C,K,E
1,l,8,F,u,6,I,k,u,T,P,0,U,5,Q,e,t,Q,J,5,X,t
2,1,E,3,w,a,R,s,m,P,l,U,7,j,Z,s,S,1,3,r,c,j
1,l,7,Z,s,J,R,R,S,8,w,l,W,3,W,f,J,f,P,f,N,S
